path,label
garbage_dataset/Garbage classification/Garbage classification/glass/glass52.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard299.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass147.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard80.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic324.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic67.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic463.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper296.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass464.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal253.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic221.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal212.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper479.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal77.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal361.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper283.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic417.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard177.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal74.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal273.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic33.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass93.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic109.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper71.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass63.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper473.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper329.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass390.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper562.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass153.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass152.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass212.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass228.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic251.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic242.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper278.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper367.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper68.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal143.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass251.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal281.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass422.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass357.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic199.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic197.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard10.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic299.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass192.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper455.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal363.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper102.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal124.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic208.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic358.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic72.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal256.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard228.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic148.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper590.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic473.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper560.jpg,2
garbage_dataset/Garbage classification/Garbage classification/trash/trash94.jpg,6
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard97.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard313.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard101.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper377.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass151.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper324.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal224.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper431.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper83.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal250.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper510.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic90.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic474.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass469.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper304.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic95.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard66.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic451.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard110.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper534.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard120.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal46.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal78.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal278.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass277.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper291.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass409.jpg,1
garbage_dataset/Garbage classification/Garbage classification/trash/trash101.jpg,6
garbage_dataset/Garbage classification/Garbage classification/metal/metal296.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass386.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass271.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass135.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper472.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal194.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic389.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal360.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard124.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard38.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal373.jpg,5
garbage_dataset/Garbage classification/Garbage classification/trash/trash133.jpg,6
garbage_dataset/Garbage classification/Garbage classification/glass/glass468.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass95.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic338.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic226.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass155.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic443.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic135.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic58.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper591.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass380.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper92.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard328.jpg,3
garbage_dataset/Garbage classification/Garbage classification/trash/trash37.jpg,6
garbage_dataset/Garbage classification/Garbage classification/metal/metal289.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper522.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass501.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard300.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal394.jpg,5
garbage_dataset/Garbage classification/Garbage classification/trash/trash88.jpg,6
garbage_dataset/Garbage classification/Garbage classification/metal/metal390.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper387.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard130.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard392.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass424.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard279.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard285.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic5.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic262.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard381.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal386.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal151.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard134.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic73.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper439.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper240.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass384.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic424.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic401.jpg,4
garbage_dataset/Garbage classification/Garbage classification/trash/trash67.jpg,6
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard85.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard264.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass31.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass128.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper275.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal39.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard249.jpg,3
garbage_dataset/Garbage classification/Garbage classification/trash/trash8.jpg,6
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard129.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic422.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard18.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper224.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic223.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic282.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass225.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard205.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass117.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic362.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal15.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper363.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal285.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper196.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard74.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard329.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper418.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic452.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard49.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass196.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass103.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper254.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper350.jpg,2
garbage_dataset/Garbage classification/Garbage classification/trash/trash74.jpg,6
garbage_dataset/Garbage classification/Garbage classification/paper/paper43.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard84.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass9.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal232.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal276.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass487.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal404.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic158.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard90.jpg,3
garbage_dataset/Garbage classification/Garbage classification/trash/trash58.jpg,6
garbage_dataset/Garbage classification/Garbage classification/paper/paper342.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass211.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass493.jpg,1
garbage_dataset/Garbage classification/Garbage classification/trash/trash66.jpg,6
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic12.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal53.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass22.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper60.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal117.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass171.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal227.jpg,5
garbage_dataset/Garbage classification/Garbage classification/trash/trash63.jpg,6
garbage_dataset/Garbage classification/Garbage classification/paper/paper528.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper483.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper28.jpg,2
garbage_dataset/Garbage classification/Garbage classification/trash/trash85.jpg,6
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard384.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper362.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper432.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal138.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal180.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper5.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass72.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal166.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper72.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic96.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic195.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass23.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal258.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass46.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic371.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal45.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass453.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass183.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard340.jpg,3
garbage_dataset/Garbage classification/Garbage classification/trash/trash105.jpg,6
garbage_dataset/Garbage classification/Garbage classification/paper/paper417.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper17.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper171.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper421.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic198.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper263.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal145.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass362.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper70.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard17.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic167.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard212.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal347.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass262.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal231.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass144.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard310.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard385.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper308.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic129.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard98.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper170.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic398.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal383.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper477.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic402.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper337.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper55.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard292.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass349.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard393.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard363.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic47.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass499.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal158.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper589.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper416.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper87.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper317.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic46.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper355.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper136.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic115.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal350.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass316.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard191.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal409.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper435.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard239.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic435.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass448.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass242.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal407.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic408.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic302.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic444.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper119.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass243.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper159.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper81.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper271.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard236.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard394.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic49.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal19.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper248.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass383.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic104.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal245.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal100.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal323.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal222.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper380.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic227.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic175.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard298.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass381.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper385.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper433.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic353.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard151.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass60.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic309.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass415.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic224.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper115.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass400.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper549.jpg,2
garbage_dataset/Garbage classification/Garbage classification/trash/trash78.jpg,6
garbage_dataset/Garbage classification/Garbage classification/paper/paper463.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass433.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard361.jpg,3
garbage_dataset/Garbage classification/Garbage classification/trash/trash115.jpg,6
garbage_dataset/Garbage classification/Garbage classification/trash/trash134.jpg,6
garbage_dataset/Garbage classification/Garbage classification/glass/glass445.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal346.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass375.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal316.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic32.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper327.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper576.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic202.jpg,4
garbage_dataset/Garbage classification/Garbage classification/trash/trash60.jpg,6
garbage_dataset/Garbage classification/Garbage classification/glass/glass253.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal26.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal274.jpg,5
garbage_dataset/Garbage classification/Garbage classification/trash/trash102.jpg,6
garbage_dataset/Garbage classification/Garbage classification/paper/paper360.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal111.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass276.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper504.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic356.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass492.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard294.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper389.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal380.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic291.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic281.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic306.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass59.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper434.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal358.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper164.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic113.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass163.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal216.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic453.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass495.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic50.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper32.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper516.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard192.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass240.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper295.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass113.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper307.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper323.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass430.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard382.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal203.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass148.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal405.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard132.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic122.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper173.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard266.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass393.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass345.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal59.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass123.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass137.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper423.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass230.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic300.jpg,4
garbage_dataset/Garbage classification/Garbage classification/trash/trash45.jpg,6
garbage_dataset/Garbage classification/Garbage classification/trash/trash93.jpg,6
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic110.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal28.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard128.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper257.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass157.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper126.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper42.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal109.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper64.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard233.jpg,3
garbage_dataset/Garbage classification/Garbage classification/trash/trash81.jpg,6
garbage_dataset/Garbage classification/Garbage classification/metal/metal132.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass8.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard321.jpg,3
